Nome,Sexo,Idade,Profissao,Salario,EC
Carlos,M,,Gerente de TI,16944.28,Casado
Renata,M,,Consultor,20551.08,Solteiro
Adriana,M,65.0,Gerente,,Casado
Ana Paula,F,40.0,Gerente de TI,,Divorciado
Thiago,F,,Diretor (CTO),4965.0,Solteiro
Aline,F,51.0,Diretor (CTO),,Viúvo
Fatima,M,20.0,Advogado,,Casado
Vanessa,M,,Gerente,22860.89,Viúvo
Amanda,M,,Engenheiro,22261.41,Divorciado
Marcos,M,50.0,Advogado,,Viúvo
Luciana,M,,Programador,17576.12,Casado
Carlos,M,,Analista de Sistemas,9930.37,Casado
Jose,M,35.0,Dentista,,Solteiro
Luiz,F,,Médico,14145.02,Casado
Jessica,M,50.0,Gerente,,Viúvo
Juliana,F,,Veterinário,15610.1,Divorciado
Eliane,F,18.0,Gerente de TI,,Divorciado
Patricia,M,41.0,Consultor,,Casado
Renata,M,,Gerente de Vendas,22475.26,Solteiro
Lucas,F,,Gerente,6814.18,Divorciado
Antonio,M,59.0,Farmacêutico,,Divorciado
Jose,M,34.0,Dentista,,Solteiro
Adriana,M,37.0,Farmacêutico,,Casado
Fernando,M,,Cientista de Dados,6402.45,Casado
Ricardo,M,52.0,Gerente,,Casado
Gabriela,F,,Gerente de TI,6390.74,Solteiro
Gustavo,F,,Farmacêutico,19764.45,Solteiro
Patricia,F,24.0,Piloto,,Divorciado
Thiago,F,,Diretor Executivo (CEO),12998.51,Solteiro
Eliane,F,,Gerente de Vendas,11000.92,Casado
Jessica,M,,Médico,14239.9,Solteiro
Francisco,F,59.0,Farmacêutico,,Divorciado
Gabriel,F,41.0,Cientista de Dados,,Solteiro
Beatriz,M,,Diretor (CTO),7553.44,Solteiro
Rodrigo,M,28.0,Veterinário,,Casado
Adriana,M,,Arquiteto,19774.69,Viúvo
Leonardo,M,,Piloto,8387.06,Divorciado
João,F,44.0,Gerente de Vendas,,Viúvo
Paulo,M,,Gerente,22970.63,Viúvo
Luana,F,,Programador,14982.98,Divorciado
Amanda,F,20.0,Diretor (CTO),,Viúvo
Beatriz,M,53.0,Diretor (CTO),,Casado
Marcia,M,,Médico,16753.7,Solteiro
Adriana,M,35.0,Piloto,,Solteiro
Fernando,F,,Analista de Sistemas,13290.8,Solteiro
José,M,26.0,Cientista de Dados,,Solteiro
João,M,21.0,Consultor,,Casado
Pedro,F,55.0,Dentista,,Divorciado
Sandra,M,,Analista de Sistemas,18218.45,Divorciado
Lucas,F,,Gerente,10473.66,Solteiro
Joao,M,,Gerente,4049.95,Solteiro
Paula,F,23.0,Gerente de Vendas,,Solteiro
Bruna,F,31.0,Arquiteto,,Solteiro
José,M,,Cientista de Dados,6802.77,Solteiro
Luiz,M,54.0,Arquiteto,,Viúvo
Fernanda,F,,Programador,6527.05,Solteiro
Fatima,M,,Arquiteto,22573.18,Solteiro
Ana,M,51.0,Advogado,,Solteiro
Eliane,F,21.0,Gerente de Vendas,,Casado
Gustavo,F,18.0,Gerente de TI,,Casado
Paula,M,,Cientista de Dados,16086.07,Divorciado
Eduardo,M,45.0,Cientista de Dados,,Casado
Ana,M,,Programador,6853.48,Casado
Jessica,M,,Gerente de Vendas,3467.65,Casado
Luiz,M,29.0,Gerente,,Divorciado
Fernando,F,,Analista de Sistemas,7515.94,Solteiro
Sandra,M,23.0,Engenheiro,,Divorciado
Marcos,M,48.0,Analista de Sistemas,,Casado
Luana,F,,Advogado,21903.14,Casado
Antonio,F,,Programador,9470.73,Casado
Lucas,M,,Gerente,5901.44,Divorciado
Francisca,F,,Veterinário,8090.99,Casado
Fernando,M,,Farmacêutico,4046.21,Viúvo
Gabriel,F,,Diretor Executivo (CEO),16701.75,Viúvo
Patricia,F,52.0,Analista de Sistemas,,Solteiro
Leonardo,M,45.0,Diretor (CTO),,Divorciado
Joao,M,42.0,Piloto,,Divorciado
Pedro,M,42.0,Médico,,Solteiro
Antonio,M,47.0,Veterinário,,Viúvo
Thiago,M,,Veterinário,20935.58,Casado
Luana,M,53.0,Engenheiro de Petróleo,,Viúvo
Fernanda,F,61.0,Gerente,,Casado
Beatriz,F,,Dentista,17245.4,Solteiro
Jose,M,27.0,Médico,,Divorciado
Thiago,M,,Programador,17954.13,Casado
Felipe,F,28.0,Gerente de Vendas,,Divorciado
Rodrigo,F,23.0,Gerente,,Casado
Bruno,M,,Advogado,6044.31,Viúvo
Jose,F,,Gerente de Vendas,12416.6,Divorciado
Juliana,M,53.0,Programador,,Divorciado
Jose,F,19.0,Piloto,,Solteiro
Lucas,M,61.0,Veterinário,,Solteiro
Juliana,F,,Gerente de TI,17227.95,Divorciado
Carla,M,,Consultor,12542.75,Divorciado
Lucas,M,,Dentista,5700.4,Solteiro
Beatriz,M,,Gerente de TI,11309.93,Solteiro
Claudia,M,38.0,Gerente de TI,,Viúvo
Daniel,M,48.0,Gerente,,Casado
Bruno,F,40.0,Gerente de Vendas,,Solteiro
Sandra,F,25.0,Dentista,,Viúvo
Eliane,M,,Analista de Sistemas,5963.21,Viúvo
Leonardo,F,,Piloto,12884.31,Casado
Patricia,M,65.0,Diretor Executivo (CEO),,Casado
Francisco,M,41.0,Programador,,Solteiro
Anderson,M,,Médico,13843.82,Viúvo
Fabiana,M,34.0,Farmacêutico,,Viúvo
Jose,F,,Dentista,14006.98,Viúvo
Aline,M,,Dentista,16168.92,Solteiro
Carlos,M,,Médico,21695.05,Solteiro
Marcia,M,,Gerente,6276.61,Solteiro
Ana,M,36.0,Arquiteto,,Divorciado
Eliane,F,30.0,Gerente de TI,,Viúvo
Francisca,F,,Consultor,19337.82,Solteiro
Aline,F,28.0,Farmacêutico,,Divorciado
Jessica,M,,Advogado,5966.07,Solteiro
Beatriz,F,,Veterinário,19655.83,Solteiro
Mariana,M,,Gerente,13394.05,Divorciado
Renata,M,,Veterinário,20877.24,Casado
Fernanda,F,36.0,Gerente,,Solteiro
Sandra,F,61.0,Advogado,,Solteiro
Patricia,F,48.0,Engenheiro,,Casado
Renata,M,,Gerente de TI,3522.03,Solteiro
Raquel,M,53.0,Arquiteto,,Viúvo
Amanda,F,35.0,Analista de Sistemas,,Casado
Carlos,F,,Diretor Executivo (CEO),,Viúvo
Maria,M,54.0,Veterinário,,Divorciado
Adriana,F,,Gerente,12909.45,Casado
Thiago,M,,Engenheiro de Petróleo,7733.46,Divorciado
Daniel,M,46.0,Gerente de TI,,Viúvo
Camila,M,,Analista de Sistemas,20191.28,Solteiro
João,M,26.0,Veterinário,,Divorciado
Paula,F,,Diretor Executivo (CEO),10287.46,Solteiro
Francisca,F,52.0,Gerente de Vendas,,Viúvo
Fabiana,M,,Gerente,10743.91,Casado
Luciana,M,,Diretor (CTO),15394.04,Casado
Adriana,M,,Analista de Sistemas,19043.24,Divorciado
Fabiana,M,31.0,Engenheiro,,Divorciado
Larissa,M,,Advogado,17477.98,Casado
Claudia,F,21.0,Engenheiro,,Viúvo
Anderson,M,,Gerente,17300.56,Divorciado
Luciana,M,39.0,Engenheiro de Petróleo,,Solteiro
Rodrigo,F,,Piloto,10772.35,Solteiro
Rodrigo,F,18.0,Diretor (CTO),,Casado
Francisco,F,35.0,Gerente de TI,,Casado
Jessica,F,,Arquiteto,17513.07,Viúvo
Guilherme,F,45.0,Gerente de Vendas,,Casado
Carlos,F,21.0,Advogado,,Solteiro
Luana,M,32.0,Piloto,,Viúvo
Camila,F,,Gerente,10033.52,Solteiro
Maria,F,40.0,Dentista,,Solteiro
Eliane,M,,Analista de Sistemas,12459.85,Casado
Luciana,M,22.0,Programador,,Casado
Thiago,M,,Veterinário,8614.51,Viúvo
Adriana,F,,Gerente,8292.57,Solteiro
Larissa,F,19.0,Médico,,Viúvo
Camila,F,65.0,Analista de Sistemas,,Divorciado
Jose,M,60.0,Engenheiro de Petróleo,,Solteiro
Daniel,M,,Veterinário,17950.56,Solteiro
Fernanda,M,56.0,Cientista de Dados,,Solteiro
José,M,23.0,Médico,,Viúvo
Fernando,F,,Farmacêutico,12910.16,Casado
Anderson,M,25.0,Analista de Sistemas,,Divorciado
Larissa,F,,Piloto,4236.65,Viúvo
Ana,M,,Programador,14471.08,Viúvo
Marcos,F,22.0,Piloto,,Divorciado
Joao,M,33.0,Dentista,,Casado
Paulo,M,44.0,Dentista,,Solteiro
Leandro,M,54.0,Analista de Sistemas,,Divorciado
Antonio,M,,Gerente de Vendas,10266.01,Solteiro
Beatriz,F,,Gerente de TI,10338.11,Solteiro
Patricia,F,,Consultor,17434.64,Divorciado
Diego,M,46.0,Médico,,Solteiro
Bruna,M,61.0,Gerente de Vendas,,Casado
Antonio,F,,Gerente de Vendas,10021.8,Casado
Rafael,M,,Cientista de Dados,9720.27,Casado
Fernanda,M,,Gerente de TI,11691.85,Divorciado
Marcelo,M,,Cientista de Dados,10580.31,Casado
Patricia,F,,Diretor Executivo (CEO),4384.03,Solteiro
Jessica,F,,Gerente,9122.47,Divorciado
Beatriz,F,,Diretor Executivo (CEO),19741.71,Casado
Pedro,M,,Engenheiro de Petróleo,8282.49,Divorciado
Beatriz,M,,Analista de Sistemas,15249.33,Solteiro
Gabriel,F,38.0,Arquiteto,,Casado
Lucas,F,,Analista de Sistemas,22263.3,Casado
Aline,F,33.0,Gerente de Vendas,,Divorciado
Matheus,F,43.0,Engenheiro,,Viúvo
Renata,M,,Gerente de Vendas,9985.79,Casado
Eduardo,M,,Engenheiro de Petróleo,16444.86,Solteiro
Diego,M,,Gerente,5982.37,Viúvo
Bruno,F,,Advogado,18620.97,Viúvo
Mariana,F,,Médico,14265.26,Casado
Thiago,F,,Diretor (CTO),3291.93,Solteiro
Rafael,F,,Gerente,,Casado
Eliane,F,,Consultor,15744.84,Divorciado
Gustavo,M,25.0,Diretor Executivo (CEO),,Viúvo
Carlos,F,37.0,Médico,,Solteiro
Marcia,M,59.0,Advogado,,Viúvo
Joao,M,23.0,Farmacêutico,,Solteiro
Rafael,F,53.0,Diretor Executivo (CEO),,Casado
Joao,M,,Médico,4652.85,Solteiro
Anderson,M,,Advogado,20180.69,Casado
Rafael,M,28.0,Programador,,Divorciado
Leandro,M,51.0,Advogado,,Solteiro
Guilherme,F,,Gerente de Vendas,4388.12,Solteiro
Diego,F,,Piloto,12077.75,Casado
Francisca,F,41.0,Diretor (CTO),,Solteiro
Diego,M,,Programador,6370.18,Divorciado
Patricia,F,,Dentista,14675.16,Solteiro
João,F,,Diretor (CTO),20002.7,Viúvo
Adriana,M,,Advogado,8521.08,Casado
Joao,M,,Programador,13774.32,Divorciado
Luana,M,,Veterinário,10652.41,Viúvo
Marcelo,F,54.0,Cientista de Dados,,Viúvo
Francisca,M,,Piloto,17753.81,Casado
Marcelo,F,,Piloto,11431.22,Solteiro
Carla,F,,Analista de Sistemas,17421.7,Divorciado
Diego,M,20.0,Gerente de TI,,Viúvo
Daniel,M,,Engenheiro,14123.26,Viúvo
Raquel,M,65.0,Gerente,,Viúvo
Paula,F,42.0,Gerente,,Viúvo
Gabriela,M,52.0,Médico,,Casado
Renata,F,51.0,Gerente de TI,,Divorciado
Maria,F,,Farmacêutico,3298.26,Viúvo
Maria,F,24.0,Farmacêutico,,Casado
Mariana,F,,Consultor,13529.42,Divorciado
Ricardo,M,,Analista de Sistemas,21013.52,Casado
Fernando,F,,Gerente,17426.53,Viúvo
Marcia,F,61.0,Médico,,Casado
Guilherme,F,,Farmacêutico,22635.05,Divorciado
Renata,F,,Dentista,,Divorciado
Beatriz,M,50.0,Arquiteto,,Casado
Vanessa,F,,Cientista de Dados,7765.85,Casado
Gabriela,F,,Consultor,6868.53,Casado
Marcos,M,48.0,Diretor Executivo (CEO),,Solteiro
Gabriel,M,33.0,Piloto,,Divorciado
Pedro,M,,Dentista,21496.22,Solteiro
Marcia,M,,Farmacêutico,19466.91,Viúvo
Marcos,F,,Gerente de TI,20026.97,Solteiro
João,F,41.0,Gerente,,Viúvo
Rodrigo,M,58.0,Gerente,,Casado
João,M,,Gerente de Vendas,8126.03,Casado
Fabiana,M,26.0,Gerente,,Solteiro
Fernando,F,,Gerente,22057.52,Viúvo
Fatima,F,54.0,Médico,,Casado
Rafael,M,,Arquiteto,11566.42,Divorciado
Eduardo,M,,Analista de Sistemas,18493.92,Viúvo
Antonio,M,,Arquiteto,22168.95,Divorciado
Thiago,F,,Analista de Sistemas,16436.44,Viúvo
Francisca,M,,Diretor (CTO),21892.13,Viúvo
Paula,M,,Gerente de Vendas,4049.4,Divorciado
Jessica,M,27.0,Analista de Sistemas,,Solteiro
Claudia,F,34.0,Diretor (CTO),,Casado
Aline,M,,Analista de Sistemas,4212.31,Casado
Claudia,F,,Consultor,20779.28,Solteiro
Ricardo,F,46.0,Diretor Executivo (CEO),,Divorciado
Joao,M,46.0,Diretor Executivo (CEO),,Viúvo
Ana,M,,Gerente de Vendas,6189.39,Divorciado
Luiz,F,58.0,Gerente,,Viúvo
Larissa,M,,Consultor,18441.57,Casado
Thiago,M,58.0,Gerente,,Casado
Vanessa,M,,Diretor Executivo (CEO),21845.42,Solteiro
Amanda,M,,Cientista de Dados,21843.99,Divorciado
Luciana,M,44.0,Gerente,,Solteiro
Guilherme,F,,Gerente de TI,18494.88,Divorciado
Felipe,F,48.0,Diretor (CTO),,Casado
Lucas,F,,Gerente,18726.02,Casado
Fernanda,M,42.0,Arquiteto,,Divorciado
Ricardo,F,,Cientista de Dados,4011.17,Casado
Leandro,F,,Engenheiro,20851.7,Divorciado
Luiz,F,,Analista de Sistemas,6060.98,Solteiro
Fatima,M,,Médico,13536.05,Solteiro
Paulo,F,27.0,Gerente,,Solteiro
Eduardo,F,,Engenheiro,5789.54,Divorciado
Gustavo,F,,Gerente de Vendas,13432.49,Viúvo
Beatriz,M,,Médico,19810.69,Divorciado
José,M,18.0,Gerente,,Viúvo
Lucas,M,36.0,Advogado,,Viúvo
Jose,F,,Dentista,6994.47,Casado
Thiago,F,,Cientista de Dados,18290.67,Viúvo
Thiago,M,60.0,Consultor,,Solteiro
Joao,F,43.0,Gerente de TI,,Divorciado
Francisca,M,34.0,Veterinário,,Solteiro
Ana,F,26.0,Engenheiro,,Casado
Ricardo,M,28.0,Gerente,,Casado
Juliana,M,46.0,Médico,,Divorciado
Adriana,F,32.0,Advogado,,Casado
Luana,M,36.0,Farmacêutico,,Divorciado
Carlos,F,47.0,Cientista de Dados,,Solteiro
Bruno,M,,Engenheiro de Petróleo,7398.71,Divorciado
Luana,F,59.0,Dentista,,Viúvo
Rodrigo,F,64.0,Piloto,,Casado
Matheus,M,59.0,Piloto,,Divorciado
Thiago,M,,Engenheiro de Petróleo,21000.97,Viúvo
Jose,M,,Analista de Sistemas,8688.94,Casado
Ricardo,F,40.0,Veterinário,,Solteiro
Larissa,F,,Cientista de Dados,14921.23,Casado
Beatriz,F,,Cientista de Dados,20681.26,Solteiro
Vanessa,M,,Diretor (CTO),20682.41,Viúvo
Guilherme,F,,Advogado,11884.96,Divorciado
Beatriz,M,38.0,Consultor,,Casado
Amanda,M,55.0,Diretor (CTO),,Viúvo
Antonio,M,47.0,Arquiteto,,Casado
Jose,F,,Consultor,3886.13,Divorciado
Luciana,M,,Gerente,8463.29,Viúvo
Carla,M,,Cientista de Dados,3337.51,Casado
Beatriz,M,45.0,Consultor,,Divorciado
Eduardo,F,33.0,Engenheiro de Petróleo,,Solteiro
Thiago,M,,Programador,13216.98,Viúvo
Thiago,M,30.0,Gerente,,Casado
Luana,M,48.0,Veterinário,,Divorciado
Larissa,M,31.0,Arquiteto,,Viúvo
Fabiana,F,43.0,Dentista,,Divorciado
Luana,M,,Engenheiro,11706.95,Viúvo
Gabriel,F,,Veterinário,6199.29,Divorciado
Luciana,F,50.0,Engenheiro de Petróleo,,Casado
Eduardo,F,,Consultor,5608.36,Viúvo
Fernanda,F,,Cientista de Dados,7766.07,Divorciado
Fatima,F,,Engenheiro,9304.8,Casado
Mariana,F,,Farmacêutico,15288.01,Divorciado
Matheus,M,61.0,Analista de Sistemas,,Divorciado
Francisco,M,20.0,Farmacêutico,,Solteiro
Amanda,F,24.0,Cientista de Dados,,Casado
Marcia,F,24.0,Piloto,,Viúvo
Luiz,F,20.0,Cientista de Dados,,Viúvo
Fernando,M,20.0,Programador,,Viúvo
Mariana,F,22.0,Advogado,,Divorciado
Claudia,F,62.0,Médico,,Divorciado
Fabiana,F,,Programador,21837.7,Divorciado
Patricia,F,,Médico,12726.42,Casado
Camila,M,23.0,Consultor,,Viúvo
Amanda,M,33.0,Arquiteto,,Viúvo
Bruno,M,35.0,Médico,,Solteiro
Fatima,F,38.0,Gerente,,Solteiro
Claudia,M,65.0,Diretor Executivo (CEO),,Divorciado
Juliana,M,,Gerente de TI,20025.31,Solteiro
Leandro,F,31.0,Dentista,,Casado
Paula,F,,Farmacêutico,4619.45,Viúvo
João,F,,Engenheiro,3815.4,Solteiro
Bruno,F,48.0,Piloto,,Casado
Amanda,F,,Médico,11950.43,Divorciado
Pedro,F,52.0,Diretor (CTO),,Casado
Jessica,M,48.0,Engenheiro,,Viúvo
Paulo,M,,Cientista de Dados,15307.98,Divorciado
Luiz,F,,Gerente de Vendas,18895.62,Casado
Gabriela,F,25.0,Consultor,,Divorciado
Sandra,M,37.0,Veterinário,,Casado
Pedro,M,34.0,Diretor (CTO),,Viúvo
Eduardo,M,,Diretor Executivo (CEO),17937.51,Divorciado
Leonardo,F,31.0,Engenheiro de Petróleo,,Divorciado
Claudia,F,51.0,Gerente de Vendas,,Solteiro
Claudia,F,49.0,Diretor Executivo (CEO),,Casado
Fatima,F,51.0,Dentista,,Divorciado
Paula,M,,Engenheiro,7818.51,Divorciado
Adriana,M,61.0,Programador,,Divorciado
Luiz,F,,Piloto,20345.52,Viúvo
Gabriel,F,,Consultor,15847.75,Viúvo
Gustavo,M,63.0,Programador,,Viúvo
Amanda,M,39.0,Dentista,,Divorciado
Adriana,M,,Gerente de TI,3076.44,Casado
Bruna,F,64.0,Piloto,,Casado
Marcia,M,,Engenheiro de Petróleo,6121.35,Solteiro
Bruna,F,,Advogado,7866.19,Viúvo
João,M,,Diretor (CTO),21330.26,Solteiro
Gustavo,M,61.0,Diretor Executivo (CEO),,Viúvo
Maria,F,38.0,Programador,,Casado
Daniel,F,33.0,Consultor,,Viúvo
Fernando,F,,Piloto,4351.75,Solteiro
Beatriz,F,,Engenheiro de Petróleo,6006.78,Casado
Patricia,F,35.0,Dentista,,Casado
João,M,,Analista de Sistemas,21581.55,Viúvo
Rafael,M,46.0,Advogado,,Casado
Lucas,M,,Diretor (CTO),17861.57,Casado
Amanda,M,,Programador,16224.98,Solteiro
Carla,F,40.0,Analista de Sistemas,,Viúvo
Felipe,F,27.0,Cientista de Dados,,Viúvo
Rafael,M,62.0,Gerente de TI,,Casado
Patricia,M,38.0,Engenheiro de Petróleo,,Viúvo
Sandra,M,26.0,Gerente de TI,,Viúvo
Aline,F,44.0,Consultor,,Casado
Francisca,M,,Engenheiro de Petróleo,19506.45,Solteiro
Raquel,F,,Consultor,10768.14,Casado
Jose,M,57.0,Diretor (CTO),,Casado
Bruna,M,38.0,Médico,,Viúvo
Marcelo,F,,Dentista,12847.87,Divorciado
Jessica,F,28.0,Engenheiro de Petróleo,,Casado
Sandra,F,27.0,Cientista de Dados,,Divorciado
Antonio,F,21.0,Piloto,,Solteiro
Luciana,F,19.0,Engenheiro de Petróleo,,Viúvo
Pedro,F,,Cientista de Dados,3445.38,Casado
Carla,F,34.0,Programador,,Viúvo
Francisca,M,25.0,Engenheiro,,Solteiro
Gustavo,M,34.0,Diretor Executivo (CEO),,Solteiro
Diego,F,58.0,Cientista de Dados,,Divorciado
Matheus,M,,Engenheiro,18957.81,Viúvo
Antonio,F,,Gerente,16321.08,Casado
Adriana,F,44.0,Gerente de TI,,Casado
Paulo,M,32.0,Cientista de Dados,,Casado
João,M,,Arquiteto,7312.96,Viúvo
Felipe,F,30.0,Gerente de TI,,Divorciado
Lucas,F,,Gerente de Vendas,21385.75,Casado
Daniel,M,,Analista de Sistemas,20290.07,Casado
Ana Paula,F,25.0,Gerente,,Casado
Daniel,F,32.0,Gerente de TI,,Divorciado
Aline,F,54.0,Farmacêutico,,Divorciado
Luciana,F,53.0,Consultor,,Solteiro
Bruno,F,,Médico,14424.03,Casado
Joao,M,,Gerente,6859.69,Viúvo
Paula,M,41.0,Advogado,,Divorciado
Gabriel,M,33.0,Arquiteto,,Solteiro
Matheus,F,,Dentista,9320.75,Divorciado
Paulo,M,,Engenheiro de Petróleo,21076.91,Solteiro
Paula,F,,Diretor (CTO),18191.89,Divorciado
Fernando,F,,Consultor,18703.81,Casado
Thiago,F,,Gerente de TI,10552.11,Casado
Francisco,F,41.0,Advogado,,Solteiro
Lucas,M,25.0,Arquiteto,,Divorciado
Luciana,M,,Diretor (CTO),4101.13,Divorciado
Raquel,M,,Programador,15806.41,Solteiro
Leandro,M,20.0,Piloto,,Casado
Patricia,F,,Cientista de Dados,22650.44,Divorciado
Luciana,M,47.0,Consultor,,Divorciado
Guilherme,F,41.0,Cientista de Dados,,Divorciado
Fernanda,M,29.0,Consultor,,Divorciado
Antonio,F,57.0,Farmacêutico,,Viúvo
João,M,,Diretor Executivo (CEO),17352.12,Casado
Luiz,M,,Engenheiro,6490.94,Casado
Fatima,F,23.0,Gerente,,Solteiro
Bruno,F,53.0,Analista de Sistemas,,Viúvo
Matheus,F,53.0,Veterinário,,Divorciado
Rafael,F,55.0,Engenheiro de Petróleo,,Casado
Rafael,F,40.0,Gerente de TI,,Casado
Paulo,M,26.0,Farmacêutico,,Viúvo
Bruna,M,54.0,Analista de Sistemas,,Casado
Fabiana,F,,Gerente de TI,16739.89,Casado
Diego,M,39.0,Analista de Sistemas,,Viúvo
Francisco,M,,Gerente,10805.38,Divorciado
Jose,F,,Diretor Executivo (CEO),7743.45,Divorciado
Camila,M,49.0,Diretor Executivo (CEO),,Casado
Diego,F,,Analista de Sistemas,6527.05,Solteiro
Guilherme,F,31.0,Analista de Sistemas,,Viúvo
Thiago,F,29.0,Consultor,,Viúvo
Raquel,M,49.0,Engenheiro de Petróleo,,Solteiro
Ricardo,F,,Gerente,3836.73,Solteiro
Maria,M,,Analista de Sistemas,22362.39,Divorciado
Matheus,F,,Diretor Executivo (CEO),17730.58,Solteiro
José,F,,Dentista,5121.1,Solteiro
Gustavo,M,,Diretor (CTO),20709.2,Solteiro
Fatima,M,,Advogado,14886.51,Viúvo
José,F,,Dentista,11994.34,Casado
Sandra,M,50.0,Dentista,,Viúvo
Bruno,F,53.0,Cientista de Dados,,Divorciado
Ana Paula,M,,Arquiteto,21572.52,Casado
Rodrigo,M,,Veterinário,19448.53,Divorciado
Marcelo,M,,Gerente,19095.91,Casado
Pedro,M,,Médico,3899.62,Viúvo
Raquel,M,19.0,Engenheiro de Petróleo,,Divorciado
Francisco,M,,Advogado,5834.21,Viúvo
Daniel,F,,Gerente de TI,12331.64,Solteiro
João,F,58.0,Diretor Executivo (CEO),,Viúvo
Marcia,M,,Diretor (CTO),3824.13,Divorciado
Renata,F,58.0,Gerente,,Solteiro
Claudia,M,,Programador,6149.43,Casado
Luana,F,,Advogado,9844.58,Divorciado
Sandra,F,,Farmacêutico,13709.8,Divorciado
Leonardo,F,29.0,Médico,,Casado
Camila,M,,Diretor Executivo (CEO),17166.48,Divorciado
Bruno,F,54.0,Gerente de Vendas,,Solteiro
Raquel,F,,Consultor,20142.02,Casado
João,F,29.0,Gerente de Vendas,,Divorciado
Ana Paula,F,,Engenheiro de Petróleo,11483.44,Divorciado
José,F,,Analista de Sistemas,18249.99,Solteiro
Paulo,F,,Veterinário,15890.64,Divorciado
Leandro,M,,Gerente de TI,21820.29,Solteiro
Gabriela,M,,Dentista,5297.1,Casado
Renata,M,,Consultor,5075.95,Divorciado
José,F,,Arquiteto,13317.72,Viúvo
Vanessa,F,61.0,Farmacêutico,,Divorciado
Fernanda,F,,Analista de Sistemas,19126.17,Solteiro
Gabriel,M,29.0,Analista de Sistemas,,Solteiro
Leonardo,M,,Gerente,13371.72,Viúvo
Ana,M,28.0,Gerente de Vendas,,Viúvo
Aline,M,,Arquiteto,8409.51,Casado
Jessica,M,35.0,Programador,,Viúvo
Fatima,M,56.0,Dentista,,Viúvo
Renata,M,27.0,Dentista,,Divorciado
Camila,F,61.0,Médico,,Divorciado
Luana,F,,Consultor,22014.74,Viúvo
Carlos,M,49.0,Cientista de Dados,,Viúvo
Bruno,F,,Programador,13364.43,Solteiro
Gustavo,F,52.0,Farmacêutico,,Divorciado
Luana,M,,Médico,10541.49,Solteiro
Ana Paula,M,,Programador,14390.86,Casado
Luiz,F,,Dentista,16468.76,Solteiro
Adriana,F,40.0,Gerente de Vendas,,Casado
Guilherme,F,34.0,Farmacêutico,,Divorciado
Bruna,M,26.0,Advogado,,Viúvo
Camila,M,34.0,Piloto,,Divorciado
Ricardo,F,,Programador,19134.72,Divorciado
Jessica,M,43.0,Programador,,Viúvo
Marcelo,F,,Analista de Sistemas,17021.79,Divorciado
Sandra,M,23.0,Médico,,Divorciado
Raquel,F,29.0,Gerente de Vendas,,Viúvo
Francisca,M,32.0,Gerente,,Viúvo
Beatriz,M,32.0,Farmacêutico,,Casado
Jose,F,,Diretor Executivo (CEO),21704.88,Solteiro
Joao,F,21.0,Cientista de Dados,,Casado
Gabriel,M,,Gerente,21116.23,Divorciado
Fernando,M,,Consultor,8015.06,Casado
Paula,F,,Veterinário,20636.0,Divorciado
Leandro,F,,Médico,3704.8,Divorciado
Amanda,F,31.0,Dentista,,Viúvo
Leonardo,F,23.0,Gerente de TI,,Divorciado
Ricardo,M,18.0,Cientista de Dados,,Divorciado
João,M,35.0,Diretor (CTO),,Viúvo
Francisca,M,,Programador,19588.46,Casado
Sandra,F,36.0,Engenheiro,,Viúvo
Luciana,F,59.0,Gerente de Vendas,,Divorciado
Leandro,M,52.0,Analista de Sistemas,,Divorciado
Joao,M,20.0,Cientista de Dados,,Casado
Lucas,M,48.0,Diretor Executivo (CEO),,Viúvo
Paula,F,31.0,Gerente,,Divorciado
Adriana,M,35.0,Piloto,,Solteiro
Luciana,M,,Advogado,18145.81,Casado
Pedro,M,58.0,Médico,,Divorciado
Gabriela,M,37.0,Gerente de TI,,Solteiro
Luciana,M,28.0,Veterinário,,Viúvo
Luana,F,37.0,Médico,,Viúvo
Beatriz,M,,Programador,10566.36,Casado
Fabiana,M,52.0,Dentista,,Casado
Patricia,M,,Programador,12457.39,Divorciado
Jessica,M,65.0,Analista de Sistemas,,Divorciado
Eduardo,M,35.0,Arquiteto,,Viúvo
Adriana,F,,Gerente de Vendas,17370.91,Divorciado
Paulo,M,,Gerente de Vendas,14000.25,Solteiro
Maria,M,45.0,Analista de Sistemas,,Solteiro
Thiago,F,27.0,Diretor Executivo (CEO),,Solteiro
Gabriel,F,33.0,Analista de Sistemas,,Viúvo
Mariana,F,,Arquiteto,20020.03,Casado
Fernanda,F,60.0,Programador,,Viúvo
Beatriz,F,39.0,Dentista,,Casado
Fatima,M,18.0,Veterinário,,Solteiro
Carlos,F,,Advogado,22464.75,Solteiro
Antonio,F,37.0,Veterinário,,Casado
Leandro,M,23.0,Programador,,Solteiro
Jose,F,,Diretor (CTO),13798.31,Viúvo
Renata,M,19.0,Advogado,,Casado
Fernanda,M,,Diretor Executivo (CEO),10793.83,Casado
Eduardo,M,,Analista de Sistemas,3314.77,Viúvo
Marcelo,M,,Consultor,16784.07,Casado
Joao,M,55.0,Engenheiro de Petróleo,,Casado
Gabriel,M,,Arquiteto,20891.21,Solteiro
Carla,M,,Diretor Executivo (CEO),20584.61,Solteiro
Antonio,F,,Diretor (CTO),3014.14,Viúvo
Ana,M,,Advogado,7851.69,Divorciado
Fernanda,M,20.0,Gerente,,Casado
Gustavo,M,,Farmacêutico,22868.47,Divorciado
